x,y,yaw
-6.507316905951091,-1.0626540160374114,-0.00529178268456094
-5.427483701531581,-0.9940466030630322,0.06289295601415303
-4.34054182821989,-0.9391460646075305,0.03993995868460808
-3.2727747425302383,-0.8955360863365158,0.04262518323384058
-2.1313847934312324,-0.8442811513513775,0.043957162162741606
-0.8377600795648491,-0.7764605927942148,0.05465209104099582
0.4118338737839059,-0.7244487755275844,0.040898488751815745
1.6854848452905347,-0.6493800316509758,0.061321367989800375
2.9228238200842354,-0.5312416614518963,0.11551730757267151
4.073149914120333,-0.3134535024861892,0.1798728109907161
5.215575507004262,-0.29744724697799685,0.03912623581203027
6.522944842085077,-0.24686737205049633,0.03848062227984486
7.800065068702099,-0.19726381055157333,0.03957806974371451
9.050375727356608,-0.17641952448876136,0.008018755996688236
10.218733595115365,-0.22491693397684387,-0.04150932568026517
11.353952362313523,-0.27113763301888694,-0.03752344842628474
12.573259984121252,-0.24115068448760543,0.07369360375680213
13.89810906344393,-0.0966212671906827,0.12418982255683013
15.186650942325217,0.1450937461621707,0.20661009178816156
16.362584680106753,0.4628886057502233,0.25782591989309855
17.53979707728425,0.6471346204636228,0.15888360879458335
18.60513942575855,0.6780091144882772,-0.04160215195689145
19.711215270441375,0.5625814998668116,-0.08731462435216783
21.045569995102454,0.5014464789075969,-0.05266523158930216
22.091630398063778,0.5209013075518263,0.031370308801517297
23.38112206451039,0.6607177663657996,0.14670642966259437
24.642071656758723,0.7835202419696707,0.0785204929022111
25.798072368190933,0.8869477957267959,0.08932538912421008
27.074375629114908,1.0113861956346226,0.1033412869370387
28.244119049808187,1.1516424497313758,0.11538817760185523
29.44538484798166,1.284101017747725,0.10957467247098879
30.667954665807713,1.4165900291792664,0.10690008563806241
31.962021000395694,1.5445620529507347,0.09439317449504722
33.1554161992797,1.651704548967044,0.08528565084534451
34.25736431190509,1.729918160856837,0.06539509721698562
35.59252369421643,1.7718381949158482,0.023193061213643805
36.9531730583117,1.79160689410317,0.012810239751213752
38.074512148774446,1.8261275819475584,0.030607683444977666
39.316429767815976,1.8749746584929667,0.0459454145269765
40.44978932519955,1.9658788090803796,0.09261084417909057
41.76705484833909,2.2629823479924687,0.22804293000300216
42.891404310102054,2.5234607213374645,0.22724459264631644
44.039529529914994,2.7817019412804163,0.21867911666163115
45.16624159799881,2.9954348281926664,0.1758761585025404
46.442519228123494,3.0310585548205413,-0.033278930406028716
47.779069726455404,2.883660893125374,-0.13236435147533182
48.846656196235024,2.6239169538929565,-0.2691097013813297
49.9697327788302,2.4559817234124464,-0.0445240441903291
51.240205970349535,2.4013661862352986,-0.04291873973403564
52.33452520591167,2.36119368629074,-0.034434592248010716
53.41649007684546,2.3349237902476507,-0.017069676366277934
54.562674008846855,2.333675927240223,0.005514572413876417
55.92487711394125,2.4269676524632624,0.08413162206901141
57.21428476582551,2.6393086483755113,0.18382329877630516
58.39717778058519,3.029975490792286,0.34100959330835684
59.392124694785764,3.6714245017974965,0.6397103385054658
60.05383428882867,4.591994652676996,1.0942346458575574
60.01206462364972,5.766920940445212,1.7044248120141836
59.8566506071504,6.867558303339156,1.7113894640611118
59.64288809285437,8.208221597579353,1.7493709053688247
59.34635316542207,9.52307250524698,1.7944542263442167
59.24239854400858,10.788382105071456,1.6135595446941307
59.502585649532016,12.042368709239042,1.3219927015065092
59.90402399537705,13.27970777052724,1.2411599691344606
59.954926550776726,14.477696687279769,1.5822756462388816
59.68708077179972,15.694938157648805,1.9540282787359755
58.62515943408282,16.261771321451576,2.8108076803419917
57.35658477501876,16.64027580571088,2.8464510504460967
56.116392653416966,16.94931376493592,2.929907409696502
54.807463273113186,17.081402837077164,3.0760384641248706
53.51830820492388,17.1041759512845,3.134091297633333
52.39988090824134,17.05602296760868,-3.0871934258816185
51.29888221584904,16.92207554200462,-3.015451047145574
50.18812245781555,16.737385313553723,-2.973378259094608
48.952884168002846,16.52014846953291,-2.9669934069883994
